feature,Baruch_2021,Davar_2021,Frankel_2017,Gopalakrishnan_2019,Lee_2022,Matson_2019,Spencer_2021,mean,annotation
SRR13022373.23,0.00800906899962726,0.00013481502028902208,0.008242295849504644,0.0,0.0001482460244769441,0.004581967760724026,0.016331332987361027,0.005349675234568988,UBA11471 sp900547555
ERR6279655.50,0.016687410635110176,1.9963841278881924e-05,0.0015544249570259678,0.0005973382203366658,0.005049704325996733,0.006435210776648854,0.0048730816720221806,0.005031019204059922,Lactococcus lactis
SRR16554735.007,0.0,0.0009246178783499087,0.0,0.0011483761561633667,0.0,0.021717795026747293,0.01005860308441337,0.004835627449381991,Alloprevotella timonensis
SRR5930509.55,2.8037636770214096e-06,0.005934846332673531,6.893725940998916e-05,5.444539114379656e-06,3.5086149583524504e-05,0.010722540803172673,0.0169115374957588,0.004811599477627131,Fimisoma sp900545135
SRR16554728.10,0.010246846967324922,0.0001441680203213543,0.015310110618315035,3.0662180563832365e-05,0.00011333792662984591,0.001987028093751774,0.005349064646596664,0.004740174064786204,CAG-83 sp900548615
metabat_ERR6264281.64,0.0,0.0,0.0,0.032846545734500514,0.0,0.0,0.0,0.0046923636763572165,Senegalimassilia anaerobia
SRR16554777.8,0.001937865326443563,3.554464643494679e-05,0.0022829637186849595,0.026578799167504993,0.001479615294088667,0.0,0.00020826539956927823,0.004646150507532344,F23-B02 sp002472405
SRR6000892.77,0.0,0.0004128089864338349,0.019151142358674662,0.0017338142766460173,0.0105939137412581,0.0,0.0,0.004555954194716087,Woodwardibium gallinarum
ERR6254870.003,0.0007135764447253953,0.005903636021576809,0.011998989505976774,0.0,0.0006866591403191752,0.0073616627431095,0.0045333033451201475,0.004456832457261114,Scatavimonas sp900540275
ERR6275664.46,0.0010755948643160025,0.028503875490451015,0.0,0.0,8.952010077122375e-05,0.0,0.0014810062178906278,0.004449999524775553,Ruminococcus_E sp900314705
SRR13068824.40,0.02539443557472333,0.0032269658386935326,0.0,0.0,6.984928814261087e-05,0.0,0.0023850330088003853,0.00443946910147998,Bifidobacterium angulatum
metabat_ERR6279657.71,0.0,0.0,0.0,0.000608439421072209,6.971376898068223e-05,0.023509452751360318,0.006767336786537251,0.004422134675421494,Parabacteroides faecavium
SRR6000921.58,0.0,0.00048816758076400196,0.0,0.015402065123763919,0.015028256981323828,0.0,0.0,0.004416927097978821,Dysosmobacter sp001916835
SRR16554632.41,0.014525346089738591,0.0008394437564642453,0.0,0.0035825130734043263,0.011509346353919635,0.0,0.00010063060194451892,0.004365325696495903,Veillonella parvula_A
SRR16554788.2,0.006165821542796646,9.828867849958626e-05,0.015464979451190502,3.972470323647263e-06,7.80497882822336e-05,0.0,0.008459631211127666,0.00432439187746004,CAZU01 sp000432275
metabat_ERR6275652.10,0.0,0.0017633141733326416,0.0,0.017882005741842805,0.010410998993416272,0.0,0.0,0.004293759844084532,CAG-238 sp900551415
SRR5930522.4,0.0,0.0009418893574757572,0.0,0.015253777826782158,0.013787019499989997,0.0,0.0,0.004283240954892559,Merdibacter merdigallinarum
ERR6279626.61_sub,0.021956676702553694,2.9816940465922563e-05,0.0,0.004236479643782519,0.0001270413035582822,0.0,0.0036127668241395534,0.0042803973449285675,SFHK01 sp004556395
metabat_ERR6281942.49,0.01116755740561346,0.0,0.0,0.004032462286506759,0.00801748403218553,0.0,0.006556383394803599,0.00425341244558705,Clostridium_P perfringens
metabat_ERR6281518.30,0.0013251519084575922,8.174129200431994e-05,0.0,0.016064308823621132,0.0005554137068068931,0.0,0.011491804403234095,0.004216917162017719,UBA6398 sp003150315
ERR6273965.5,0.0,0.004579269959950967,0.0,0.02217047377559998,0.002623603266840145,0.0,0.0,0.004196192428913013,
ERR6279646.37,0.0026412782328595046,0.0012525392532569933,0.0,0.023741984813041347,0.0005289418060426188,0.0,0.0003662270692574822,0.004075853024922564,Raoultibacter massiliensis
SRR5930530.106,0.0,0.0016271174496822027,0.0,0.017662235999325312,0.008236020114055623,0.0,0.000997771847092324,0.004074735058593637,Agathobaculum sp003481705
SRR13022354.20,0.016896501152160914,0.001781933095159535,0.0,0.008830659067346102,0.00030269594053999394,0.0,0.00042428609255990853,0.004033725049680922,Veillonella parvula_A
SRR13022342.4,1.0413316830989004e-05,0.00019502335684961334,0.00014593311944352538,6.049598802284879e-06,7.755369031948908e-05,0.026814449268552205,0.0008583257863513516,0.004015392591021351,Scatomorpha merdavium
SRR16554654.40,0.0,0.000603592460783597,0.0,0.020184414867980952,0.006191446008918764,0.0,0.0007756427359734232,0.003965013724808105,CAG-83 sp900547745
ERR6281000.66,0.0,5.939089785622196e-05,0.015321795630764684,0.0010295392046273952,0.0107515453067156,0.0,0.0,0.0038803244342805574,Alectryocaccomicrobium faecavium
SRR13068819.37,0.0,0.001548108840424069,0.0,0.0,0.0004202929543228196,0.0,0.024994832191288785,0.0038518905694336675,CAG-603 sp900066105
ERR6232687.13,0.022568088031812858,0.00010647452609766997,2.131439206495544e-05,0.003969984632054715,0.00010495770902963369,0.0,0.00016398932104787808,0.003847829801729673,Holdemanella biformis
SRR16554644.1,0.0,0.0016928102909302251,0.0,0.0,0.0005757648649180389,0.024654738079736907,0.0,0.0038461876050835957,Faecalibacterium prausnitzii
ERR6279654.25,0.0,0.001090568028981274,0.013676294634737938,0.0006122575337330757,0.010548607011602899,0.0,0.00048606873659604293,0.003773399420807319,Ruminococcus_C sp000437175
SRR13022278.6,0.0,2.3810913876977386e-05,0.0,0.0008256676976564014,1.763275487946792e-05,0.012630216404435485,0.012724480917647486,0.0037459726697851164,Duodenibacillus massiliensis
ERR6281340.13,0.0,0.0009146426078357505,0.0,0.014217524667332157,0.01099260509568941,0.0,0.0,0.0037321103386939026,Agathobaculum pullistercoris
SRR13022365.001,0.012093273001680135,0.0008499160540857536,0.0,0.0,0.0,0.0,0.012586849041364947,0.0036471482995901194,Porphyromonas sp900539765
metabat_ERR6275680.125,0.0,0.0018835119808824638,0.008192428536371617,0.014995158940825246,1.8409254661083863e-05,0.0,0.00023060799063764385,0.003617159529054008,CAG-45 sp000438375
metabat_ERR6281341.20,0.019267991167414046,7.131215694651431e-05,0.0,0.004590401053426725,0.001050758235330216,0.0,0.00031371670559160426,0.0036134541883870155,CAG-83 sp900552725
ERR6279680.62,0.0,0.025083323485738575,0.0,0.0,0.0,0.0,0.0,0.003583331926534082,Paratractidigestivibacter sp003150175
ERR6279666.11,0.0048015531558070305,0.0007605538360274971,0.0,0.01852486311829139,0.0009378893792303518,0.0,0.0,0.003574979927050896,
metabat_ERR6280907.40,0.009266958423700605,0.0014821362144866678,0.0035568438299213036,5.860353665507414e-06,1.608103114496484e-05,0.00479462360426705,0.005100921714480936,0.003460489310238148,Merdicola sp018371855
ERR6279625.12,0.008794883686883486,7.031505285590025e-05,0.010276734920103333,0.000617361836289889,0.004210434358874714,0.0,8.936659143416111e-05,0.003437013778063069,Merdimonas faecis
SRR13022461.29,0.0029644737023993063,0.002833216570978476,0.0,0.0,5.139854742485319e-05,0.015359860264894266,0.002600521384461964,0.0034013529243084087,
SRR5930525.85,0.0,0.0,0.0,0.0,0.023784029676623367,0.0,0.0,0.0033977185252319097,Lachnoclostridium_B phocaeense
SRR16554777.33,0.021342250951604667,0.0004767218949662715,0.0,0.0,6.787230932863381e-05,0.0,0.0017104833754788523,0.00337104693305406,QALW01 sp003150515
SRR6000940.74,0.0,0.00010615969739989078,0.005076786064273001,7.119320031948362e-05,0.00024997126975608,0.01777571264079376,0.00020038906900813632,0.0033543159916500503,Scatacola_A faecigallinarum
SRR13068826.23,0.0,0.015800902092316094,0.006867400163470227,4.197933755829551e-05,0.000126768726586756,0.0,0.0006157968627238488,0.003350406740379317,
ERR2162200.6,0.0,0.00210229387557972,0.0,0.014379905767362103,0.005404102928589518,0.0,0.0013860249717427581,0.003324618220467729,Dysosmobacter sp001916835
ERR6254871.33,0.0,0.005008951164299321,0.0,0.015367157518502197,1.0656563193808602e-05,0.0,0.002731626383403079,0.0033026273756283434,Desulfovibrio piger_A
SRR6000892.108,0.0,0.0,0.0,0.0,0.023115719594118744,0.0,0.0,0.0033022456563026777,Cryptoclostridium obscurum
SRR13022423.8,0.0,0.0002095596550785407,0.016431324515836537,0.00013696338941144342,0.006117370544167715,0.0,0.0001856136118617877,0.0032972616737651467,CAG-83 sp900545495
SRR13022320.8,0.0,0.0014882449616408788,0.014826478216363015,0.0,8.483468334432875e-06,0.0,0.0062509216468638155,0.003224875470457449,Escherichia marmotae
metabat_ERR6280907.38,0.0,0.002886642303063422,0.0,0.015958909100933377,0.0037134238691893706,0.0,0.0,0.00322271075331231,Adlercreutzia equolifaciens
SRR13022397.007,0.004513580899518653,0.0017719447495937815,0.0,0.0,6.8178506186680945e-06,0.0,0.016101651821099756,0.0031991421886901224,
SRR5930503.135,0.0,0.00011318911715705502,0.0,1.99744576618209e-05,0.000746428993258543,0.019659743099468233,0.001675023879739545,0.0031734799353264572,CAG-313 sp000433035
metabat_ERR6275663.28_sub,1.4300875492806763e-05,0.0031770429205212687,5.433756783281699e-05,0.0002666374383662224,0.0002124109740096194,4.927447909420624e-05,0.01789532345236253,0.00309561824395421,Bilophila wadsworthia
SRR13022301.003,0.0,0.0009003153069616609,0.0,0.0,0.0014841484127228076,0.016998263498943497,0.0019626878537772206,0.003049345010343598,Scatosoma sp900555925
SRR6000903.001,0.0,0.001092037315681801,0.0,0.0,0.0009173563882700166,0.011203663874349453,0.008055454004409266,0.003038358797530077,Megasphaera sp001546855
SRR13022408.11,0.000553959435683309,0.007334757099328217,0.0035536369487741584,0.0,0.00427665506603784,0.004684646698280368,0.00047565475798281594,0.0029827585722981007,Phocaeicola coprophilus
ERR6279670.111,0.0,0.0033918038149567094,0.0,0.01662445761132588,0.0007237910872996366,0.0,0.0,0.002962864644797461,Bittarella massiliensis
SRR6000931.79,0.011583288318148933,0.0,0.0,0.0004876285855633564,0.008643965678937621,0.0,0.0,0.0029592689403785586,Clostridium paraputrificum
ERR6229432.66,0.0,0.0,0.0,0.0,0.020686213213069318,0.0,0.0,0.0029551733161527595,Victivallis vadensis
SRR13022365.11,0.004481531304273506,0.0017540912518548045,0.0,0.0,0.00036556592235729985,0.009897582908516578,0.004095852017547345,0.0029420890577927907,Desulfovibrio fairfieldensis
SRR5930496.71,0.0,0.0003558867526284897,0.015319883010190258,0.004463388091931564,0.00039150669750066976,0.0,0.0,0.0029329520788929976,Fimisoma sp900540145
metabat_ERR6282383.125,0.0,0.002274993339005542,0.0,0.015890585640684546,0.000364916659505568,0.0,0.001971356853667387,0.002928836070409006,CAG-288 sp000437395
SRR16554636.31,0.0,0.0,0.0,0.0,0.020419575085214563,0.0,0.0,0.002917082155030652,Prevotella buccae
SRR16554789.25,0.0,0.0031306925159242677,0.0,0.01584956221585522,0.00020965488303144252,0.0,0.001215055857045629,0.0029149950674080796,CAG-103 sp900317855
ERR6232524.82,0.0,0.004656640108104393,0.0,0.015044054879078431,0.0004164491610619488,0.0,0.0,0.0028738777354635385,Slackia_A isoflavoniconvertens
metabat_ERR6275668.151,0.0,0.0,0.0,0.0,0.020082168157701145,0.0,0.0,0.002868881165385878,UMGS1696 sp900753285
ERR6275670.80,0.0,0.0,0.0,0.0,0.01992609592276441,0.0,0.0,0.0028465851318234875,Scybalenecus sp900540085
ERR6279667.15,0.005045269241294461,0.0009275524695366516,0.011024155256742703,0.0,0.0020754641342982548,0.0,0.0008145327269601755,0.00284099626126175,CAG-273 sp000437855
SRR13068835.36,0.0,0.006548447492049857,0.011278323844399137,0.0,0.0005530535658306036,0.0,0.0014219007639230197,0.0028288179523146594,Acidaminococcus sp900538365
SRR16554758.11,0.00010409041988613461,0.0005557102422145106,0.0022691106192311854,5.654450380846947e-05,0.0002022746333994071,0.00791213474065054,0.008341214867047432,0.0027772971466053825,Prevotella sp003447235
ERR6281941.70,0.00016002723297023913,1.863892015040153e-05,0.017566114605742627,0.0007059517565338266,0.0007661906749564325,0.0,9.918465090768656e-05,0.0027594439773230305,Limivicinus sp003150355
ERR6279681.51,0.0,0.003797355500489722,0.0,0.013282052697578308,0.0008419807161838084,0.0,0.0013360708660666387,0.0027510656829026403,Copromorpha sp905193765
SRR5930494.11,0.0,0.0,0.0,0.0,0.019204413081202642,0.0,0.0,0.0027434875830289487,Collinsella sp902362275
ERR6279622.80,0.0032929697505113403,0.000342116605173788,0.0,0.015460998574456514,6.941631153911696e-05,0.0,0.0,0.0027379287488115372,Holdemanella porci
metabat_ERR6279669.199,0.0,0.01410809144710693,0.0,1.9420168412449707e-05,4.790269693881565e-05,0.004810148552700231,0.00012048002571463371,0.002729434698696152,Coprococcus eutactus
ERR6232526.29,0.00036363320675477506,0.0017593277680542088,0.0,0.016318129322700332,1.9197099305952563e-05,0.0,0.00021429779421598433,0.002667797884433036,
SRR13022263.14,0.017322049528063287,0.00042719047005411193,0.0,4.464168960182853e-06,2.489716679444107e-05,0.0008355511086159355,4.307782533287195e-05,0.0026653186096886896,Victivallis lenta
ERR2162201.4,0.003928551191496477,0.0022737960805412102,0.0,0.012296275918695896,2.9269145752755792e-05,0.0,3.234694119067568e-05,0.0026514627539538592,CAG-170 sp000436735
SRR16554632.13,0.00286254060685565,0.001984709620235847,0.0,0.013160367943275976,5.898149512211354e-05,0.0,0.00031751608457374276,0.0026263022500090474,CAG-273 sp000435755
SRR6000892.41_sub,0.0,0.00016805686125091654,0.0055921411888623295,0.00011849879176796773,0.0004638370691314987,0.010798244537728938,0.0012136624452155377,0.002622062984851027,COE1 sp001916965
SRR13022378.5,0.0035339632677347257,0.00014809688351162504,0.004926022740057211,4.2323228416658215e-05,0.000185044274424006,0.0001579711298069501,0.009299738673635776,0.0026133085996552785,CAG-194 sp000432915
SRR5930500.005_sub,0.016320750496202498,0.00024130446388939583,0.0,0.0,0.0009531595199031846,0.0,0.0007243100450140237,0.002605646360715586,Collinsella intestinalis
ERR6281344.20,0.0002870522867619396,1.3508697571035667e-05,0.00832383485726124,8.01690660377606e-05,0.002235766548775394,0.003617896540834095,0.003521304960792079,0.0025827904225762207,Coprococcus sp900066115
SRR6000932.68,0.0,0.0020719301206081147,0.011829305902541592,0.0,0.002716659596694391,0.0,0.0014360777577498412,0.002579139053941991,Duodenibacillus intestinigallinarum
SRR5930503.42,0.0,0.00016202663462158636,0.0,0.00011563508393178619,0.0016798404115751333,0.015601335425996352,0.00024055862216481878,0.002542770882612811,MGBC133411 sp900540425
SRR16554643.4,0.0,0.0,0.001787472652242231,1.1799532748231836e-05,0.0001791731198957791,0.012732104352834074,0.0029426125783782583,0.0025218803194426535,UBA1685 sp002320595
SRR16554752.4,2.5196927750789943e-05,0.00023054039842929766,0.0002798689880106039,0.00013038361015412308,0.00115193055660663,0.015779026434718613,5.6640026068657725e-06,0.0025146587026109893,Scatacola_A faecigallinarum
SRR16554720.15,0.0,6.01612054103583e-05,0.013301259801453412,0.0006412379414944888,0.002325176779409972,0.0,0.001156045317339779,0.002497697292158287,Phocaeicola plebeius
metabat_ERR6279628.60,0.0,0.0,0.0,0.0,0.01737175187486205,0.0,0.0,0.002481678839266007,UMGS1484 sp900552285
SRR13068851.17,0.0,0.0005650690010147954,0.0,0.015996392070039233,0.00013816813103865425,0.0,0.0005711769816889442,0.002467258026254518,Ruminococcus sp900540005
SRR13022383.20,0.00553952165833624,0.0014798677599030972,0.0,3.765024113488136e-05,0.0,0.0,0.009909402379507406,0.0024237774341259464,Lactobacillus acidophilus
metabat_ERR6271721.53,0.0,0.0,0.0,0.0,0.016719381911237997,0.0,0.0,0.0023884831301768565,Acidaminococcus fermentans
SRR5930532.83,0.0001844953631298189,0.0011065173751596115,0.0008858996429506043,0.0,0.0007954796870077062,0.011456090703141884,0.002208096500805939,0.0023766541817422234,Alistipes sp902363575
SRR16554748.3,0.0,0.0,0.0,0.0,0.016622869385608818,0.0,0.0,0.002374695626515545,Butyricimonas faecihominis
SRR13022266.17,0.0044235549838316755,0.001095427307788463,0.004540002349841287,0.0,0.00015232095976114142,0.0,0.0062894299683557385,0.002357247938511186,UBA10677 sp900553005
metabat_ERR6275652.43,0.0,0.0,0.0,0.0,0.016423821926045412,0.0,0.0,0.0023462602751493445,CAG-552 sp000435495
SRR16554666.37,0.0,7.309053499860325e-05,0.014398171782338896,1.9648759165204576e-05,0.00019378025932030262,0.00023165824180026892,0.001443842458429832,0.00233717029086473,CAG-196 sp002102975
SRR6000894.008_sub,0.0,0.0,0.0,0.010429307027897065,0.005895530119749951,0.0,0.0,0.002332119592521002,CAG-170 sp900549635
ERR6279660.003,0.010837839766349071,0.0013114079483938512,6.778073485823933e-05,0.0,0.00028678746954942456,0.002119994219617549,0.0015605941909956399,0.0023120577613948254,Akkermansia muciniphila_B
SRR16554636.1,0.0,0.00041344890856600576,0.0,0.003805511792864081,0.0113391367220739,0.0,0.0006132924540433145,0.0023101985539353284,Coprobacillus cateniformis
ERR6279655.90,0.008409694073110686,0.000524429678510407,0.003104578714857418,9.375153903428817e-06,9.252841359249254e-06,0.0,0.004025532291213533,0.002297551821850675,Alistipes excrementigallinarum
SRR16554703.55,6.346800772713363e-06,0.01046469995006091,0.00010105476263795063,0.00014499200312709787,0.00013235114662334206,0.00016951061392527072,0.004927891675003586,0.00227812099316441,Parabacteroides johnsonii
ERR6279655.24,0.0011742283463001054,0.0016587572216536603,9.275673264322746e-05,8.301889348717293e-05,0.00017014323126746477,0.006190623690978125,0.006521598299994598,0.0022701609166177646,CAG-177 sp003514385
SRR6000900.005,0.014032241892878742,0.000619575509261605,0.0,7.870671610954009e-05,0.0004108543591845045,0.0,0.0007146564720491558,0.002265147849926221,Veillonella parvula_A
SRR13022266.011,0.0,0.0007850723754165804,0.0,0.0,0.002607137755002181,0.0,0.012462536929428147,0.0022649638656924154,Borkfalkia ceftriaxoniphila
ERR6267712.62,0.0,0.0007522183078910729,0.0,0.0036414469739218464,0.010538255312641513,0.0,0.0008231642748760739,0.002250726409904358,Erysipelatoclostridium spiroforme
ERR6279677.25,0.013493227592588865,0.0017616881956782136,0.0,0.00021138934200455858,5.390416985687508e-05,0.0,0.0,0.0022171727571612164,Alloscardovia omnicolens
metabat_ERR6275652.35,0.014229134936404026,0.00034792611736321916,0.0,0.0004884486908195962,0.00041930071848793793,0.0,0.0,0.0022121157804392546,Aphodovivens avicola
SRR16554625.19,0.0,0.0,0.0,0.00014845943969751783,0.00028655332822954044,0.008338077602993866,0.006536559647591146,0.0021870928597874386,Dysosmobacter sp001916835
metabat_ERR6275680.113,0.0002018496593457285,0.0006835053508239202,0.0005873102630324259,0.013367996709462508,0.00030656952988689285,0.0,0.0,0.0021638902160787824,Enterococcus faecalis
ERR6275666.91,0.0,0.00032172239642105086,0.010918979956263463,0.003682801057533897,4.1731298170585116e-05,0.0,0.00015434484108449244,0.0021599399356390697,Catenibacterium sp000437715
SRR6000947.100,0.0,0.001845608102115184,0.0,0.0020812651251838543,0.011027542354940403,0.0,0.0,0.002136345083177063,UMGS911 sp003343545
SRR13022429.5,0.009675892310333084,0.00014755971724731258,7.414914920495624e-05,0.0,0.0012211732424850848,0.0,0.0036526762760278795,0.0021102072421854737,Clostridium_Q saccharolyticum_A
ERR6281434.014,0.007321108901061421,0.001282563091536994,0.0,0.005293862934308095,0.0004167219743641822,0.0,0.0002298576296330931,0.0020777306472719694,Citrobacter freundii
SRR5930514.54,0.012547797564371882,3.9266731681940384e-05,0.0006616294668310736,0.001140090594406564,0.00010889668406945896,0.0,5.919427725346686e-06,0.002071942924155181,UBA1206 sp000433115
ERR6279625.29,0.0,0.005753822734315535,0.0,0.0,0.005619074870561336,0.0,0.003021657274675402,0.0020563649827931817,Copromorpha excrementavium
SRR16554780.22,0.0003617652430862414,0.000305903939969479,0.005109414053937833,2.4139172451211884e-05,0.00018271838449500553,0.0051399967340139616,0.003169529286654725,0.0020419238306583513,Scatocola faecipullorum
metabat_ERR6275673.148,0.0,0.0068202663754349255,0.00024303658007745585,0.0006706051347097031,5.1856896700925216e-05,0.0,0.00649005200617228,0.0020394024275850416,Butyribacter sp000436755
SRR5930515.44,0.0,0.0,0.0,0.0,0.014034895249094473,0.0,0.0,0.0020049850355849247,CABIZH01 sp902363205
SRR16554734.3_sub,2.0415502355145916e-05,0.0016916823423632262,0.003960578958604594,2.620935917807849e-05,0.0014027710272650146,0.006411190059889834,0.0004851279606909599,0.001999710744335265,Enterocloster sp001517625
SRR13022444.7,1.0930558871934046e-05,0.00045421763452078957,0.00015276958695624614,0.0003769560782764989,0.0010047698662567965,0.011513392589017991,0.00045906969873902534,0.0019960151446627547,CAG-83 sp900545585
SRR13022454.6,7.81159229927449e-06,0.00011952301501478353,0.005254856674718012,7.078780833128679e-06,7.827470447101085e-05,0.00018864558312457516,0.00818119427734777,0.0019767692325440797,Odoribacter laneus
SRR16554689.18,0.0,0.00030620734183428784,0.00903208825879868,0.00047985541587997467,0.00022294965628181335,0.0037838862428729455,0.0,0.0019749981308096716,Faecalibacterium prausnitzii
ERR6279670.98_sub,0.0,0.0,0.0,0.001659301024139874,0.012140607399130587,0.0,0.0,0.0019714154890386375,Holdemania massiliensis
SRR6000942.42,3.995517948184849e-06,0.00040378105885078674,0.0024886848255513917,0.009688586365342063,0.001032769002936683,0.0,0.00011424492817561425,0.0019617230998292463,Alistipes sp900541585
SRR16554634.34,0.0,0.00014389154070613218,0.0,0.0,0.00034509521421083203,0.01240884991156267,0.0008296413634997374,0.001961068289997053,CAG-349 sp003539515
maxbin_ERR6281942.001,0.0029700889698165266,0.004068680235630828,0.0,0.00010668220818537842,1.8530946870479055e-05,0.005239351626736622,0.0010743648093503068,0.0019253855423700202,Eubacterium_R sp003526845
SRR16554749.28,0.005079839402846758,0.0004311971431062563,0.00215070652200447,0.0,0.00570236120517494,0.0,0.0,0.001909157753304632,Enterobacter hormaechei_A
SRR13022328.6,0.0008273127946820854,0.004028601628126292,0.001315872804394448,0.0002614869226303752,0.0014025612436584533,0.0022506815536733776,0.0032056279075807935,0.0018988778363922608,Bacteroides uniformis
metabat_ERR6275674.26,1.3408083022508769e-05,0.000989130993618153,0.00458014346830148,9.57464423926467e-05,0.0003580056285310491,0.006934929156993754,0.0002766963855511496,0.001892580022630106,PeH17 sp000435055
ERR6282137.137,0.01075347689576962,0.0002093413115963483,0.0,0.0022031430732521316,3.5467711701755686e-05,0.0,0.0,0.0018859184274742649,CAG-452 sp000434035
